DISTURBING THE PEACE,5/23/2013 12:00 AM,36.1642494,-86.777742,3RD_AVE_N_AND_CHURCH_ST_Nashville_TN_USA
SEX CRIMES,5/23/2013 01:20 AM,36.1567759,-86.7966047,300_BLOCK_17TH_AVE_N_Nashville_TN_USA
VEHICLE BREAK-IN/THEFT,5/23/2013 04:00 AM,36.1754662,-86.7837086,1100_BLOCK_2ND_AVE_N_Nashville_TN_USA
VANDALISM,5/23/2013 07:06 AM,36.1660011,-86.7383268,1900_BLOCK_SEVIER_ST_Nashville_TN_USA
DRUGS/ALCOHOL VIOLATIONS,5/23/2013 09:20 AM,36.14992,-86.7734054,6TH_AVE_S_AND_MULBERRY_ST_Nashville_TN_USA
ASSAULT,5/23/2013 09:20 AM,36.151935,-86.828363,3700_BLOCK_PARK_AVE_Nashville_TN_USA
DRUGS/ALCOHOL VIOLATIONS,5/23/2013 09:30 AM,36.1651598,-86.7772412,400_BLOCK_2ND_AVE_N_Nashville_TN_USA
ASSAULT,5/23/2013 09:40 AM,36.1536347,-86.8100519,2300_BLOCK_PATTERSON_ST_Nashville_TN_USA
VANDALISM,5/23/2013 11:34 AM,36.1786481,-86.7508891,100_BLOCK_GALLATIN_AVE_Nashville_TN_USA
DRUGS/ALCOHOL VIOLATIONS,5/23/2013 12:50 PM,36.176195,-86.804112,1600_BLOCK_14TH_AVE_N_Nashville_TN_USA
VANDALISM,5/23/2013 01:00 PM,36.1523118,-86.7974525,1900_BLOCK_WEST_END_AVE_Nashville_TN_USA
THEFT/LARCENY,5/23/2013 01:00 PM,36.1681593,-86.7572552,600_BLOCK_S_7TH_ST_Nashville_TN_USA
ASSAULT,5/23/2013 01:00 PM,36.160514,-86.8250319,900_BLOCK_33RD_AVE_N_Nashville_TN_USA
ASSAULT,5/23/2013 01:25 PM,36.1638515,-86.8041565,900_BLOCK_HERMAN_ST_Nashville_TN_USA
VANDALISM,5/23/2013 01:48 PM,36.168867,-86.765316,200_BLOCK_S_4TH_ST_Nashville_TN_USA
ASSAULT,5/23/2013 02:30 PM,36.1656292,-86.8004422,1600_BLOCK_HERMAN_ST_Nashville_TN_USA
ASSAULT,5/23/2013 02:30 PM,36.161322,-86.838691,1000_BLOCK_43RD_AVE_N_Nashville_TN_USA
BURGLARY,5/23/2013 02:50 PM,36.1507786,-86.7600539,900_BLOCK_CANNON_ST_Nashville_TN_USA
DRUGS/ALCOHOL VIOLATIONS,5/23/2013 04:00 PM,36.167618,-86.7791405,200_BLOCK_JAMES_ROBERTSON_PKWY_Nashville_TN_USA
ASSAULT,5/23/2013 04:00 PM,36.1651598,-86.7772412,400_BLOCK_2ND_AVE_N_Nashville_TN_USA
VANDALISM,5/23/2013 04:30 PM,36.1631854,-86.7801928,500_BLOCK_CHURCH_ST_Nashville_TN_USA
